"bb_sd","posterior_mean","posterior_mean_sd_all2000","ess","chain_acceptance","ess_sd_all2000","chain_acceptance_sd_all2000","n_simulations_for_ess_acceptance"
0,0.0999625475813354,0.065403054428566,2897.73141146321,0.383669766976698,205.793745155867,0.00677939386017569,2000
0.4,0.103532675799119,0.0863645901669279,2897.12706611589,0.384070307030703,224.385449521257,0.00904076978261726,2000
0.8,0.11351463435225,0.132367494272206,2724.76311381865,0.372159165916592,579.068794441543,0.0450671746946333,2000
