gene	PRP	eqtlbma
ENSG00000006625.17	0.253894736842105	0.17479
ENSG00000006634.7	0.822736842105263	0.973262986048
ENSG00000006638.11	0.817789473684211	0.965550355441
ENSG00000006652.13	0.214526315789474	1
ENSG00000006695.10	0.0117894736842105	0.11159
ENSG00000006704.10	0.0628421052631579	0.037987
ENSG00000006712.14	0.0182105263157895	0.351752948149
ENSG00000006715.15	0.250210526315789	0.767447099
ENSG00000006740.16	0.00905263157894737	0.055325
ENSG00000006744.18	0.0833684210526316	0.32079
ENSG00000006756.15	0.0322105263157895	0.04004
ENSG00000006757.11	0.0158947368421053	0.022205
ENSG00000006831.9	0.408	0.8846724712
ENSG00000006837.11	0.809684210526316	0.945678257668
ENSG00000007047.14	0.00389473684210526	0.04822
ENSG00000007062.11	0.154315789473684	0.1388
ENSG00000007080.10	0.0301052631578947	0.088275
ENSG00000007129.17	0.34	0.91405
ENSG00000007168.12	0.362631578947368	0.8714319826
ENSG00000007171.16	0.0763157894736842	0.022732
ENSG00000007202.14	0.814631578947368	0.987114814232
ENSG00000007237.18	0.803368421052632	0.954648168748
ENSG00000007255.10	0.454842105263158	0.906261838336
ENSG00000007264.14	0.172	0.5903353504
ENSG00000007312.12	0.762842105263158	0.89870772224
ENSG00000007314.12	0.809157894736842	0.946740364259
ENSG00000007341.18	0.389684210526316	0.72889
ENSG00000007350.16	0.813157894736842	0.948299338108
ENSG00000007376.7	0.438210526315789	0.8331684976
ENSG00000007384.15	0.816947368421053	0.97514778391
ENSG00000007392.16	0.822736842105263	0.978822130861
ENSG00000007402.11	0.0575789473684211	0.7925047925
ENSG00000007516.13	0.289263157894737	0.2842061443
ENSG00000007520.3	0.0707368421052632	0.033774
ENSG00000007541.16	0.305263157894737	0.86468559883
ENSG00000007545.15	0.819052631578947	0.968458429225
ENSG00000007866.19	0.794631578947368	0.966883997122
ENSG00000007908.15	0.0275789473684211	0.032155
ENSG00000007923.15	0.820526315789474	0.97735127035
ENSG00000007933.12	0.101578947368421	0.049056
ENSG00000007944.14	0.115052631578947	0.012945
ENSG00000008018.8	0.0190526315789474	0.07009573888
ENSG00000008056.13	0.394631578947368	0.87340251896
ENSG00000008083.13	0.809263157894737	0.9023262392
ENSG00000008086.11	0.803684210526316	0.9665590676
ENSG00000008118.9	0.0144210526315789	0.096481
ENSG00000008128.22	0.366315789473684	1
ENSG00000008130.15	0.282526315789474	0.797449024
ENSG00000008226.19	0.816	0.9632028547
ENSG00000008256.15	0.803578947368421	0.939221277784
ENSG00000008277.14	0.0791578947368421	0.13568
ENSG00000008282.8	0.815368421052632	0.979215978655
ENSG00000008283.15	0.531578947368421	0.84939172889
ENSG00000008294.20	0.816421052631579	0.95248272007
ENSG00000008300.16	0.813052631578947	0.947812624084
ENSG00000008311.14	0.816	0.978810596224
ENSG00000008323.15	0.814526315789474	0.95485775922
ENSG00000008324.11	0.821684210526316	0.9696684947
ENSG00000008382.15	0.0542105263157895	0.13857
ENSG00000008394.12	0.00926315789473684	0.045187
ENSG00000008405.11	0.0474736842105263	0.056805
ENSG00000008438.4	0.817789473684211	0.950225045052
ENSG00000008441.16	0.809789473684211	0.97133865751
ENSG00000008513.14	0.0887368421052632	0.032262
ENSG00000008516.16	0.306526315789474	0.99817
ENSG00000008517.16	0.0346315789473684	0.12615
ENSG00000008710.19	0.647789473684211	0.8811908612
ENSG00000008735.13	0.824842105263158	0.927114958659
ENSG00000008838.19	0.0274736842105263	0.29193
ENSG00000008853.16	0.802842105263158	0.955611383742
ENSG00000008869.11	0.813157894736842	0.975092338944
ENSG00000008952.16	0.811157894736842	0.975422266699
ENSG00000008988.9	0.197684210526316	0.17043
ENSG00000009307.15	0.0531578947368421	0.60210307832
ENSG00000009335.17	0.603789473684211	0.942341944667
ENSG00000009413.15	0.791263157894737	0.9003664439
ENSG00000009694.13	0.816526315789474	0.965303792869
ENSG00000009724.16	0.00842105263157895	0.094667
ENSG00000009780.15	0.818421052631579	0.972268047066
ENSG00000009790.14	0.803368421052632	0.97508068604
ENSG00000009830.11	0.259789473684211	0.046574
ENSG00000009844.15	0.814631578947368	0.98627528068
ENSG00000009950.15	0.809894736842105	0.959740171534
ENSG00000009954.10	0.812315789473684	0.98768801125
ENSG00000010017.12	0.0368421052631579	0.15217
ENSG00000010030.13	0.402105263157895	0.94359823619
ENSG00000010072.15	0.80578947368421	0.957038922355
ENSG00000010165.19	0.816	0.979420138016
ENSG00000010219.13	0.422315789473684	0.914675103938
ENSG00000010244.18	0.822736842105263	0.982023251959
ENSG00000010256.10	0.815157894736842	0.9925354341525
ENSG00000010270.13	0.0933684210526316	0.16401091688
ENSG00000010278.12	0.062	0.7996125574
ENSG00000010282.14	0.0868421052631579	0.23267
ENSG00000010292.12	0.330526315789474	0.779426454
ENSG00000010295.19	0.0325263157894737	0.062774
ENSG00000010310.8	0.814315789473684	0.941634226196
ENSG00000010318.20	0.819263157894737	0.96043307316
ENSG00000010319.6	0.820421052631579	0.966992195385
ENSG00000010322.15	0.820526315789474	0.957116352364
ENSG00000010327.10	0.816947368421053	0.88827626524
ENSG00000010361.13	0	0.18264
ENSG00000010379.15	0.0354736842105263	0.62597
ENSG00000010404.17	0.00221052631578947	0.03326
ENSG00000010438.16	0.807052631578947	0.93447902921
ENSG00000010539.11	0.289578947368421	0.3190840817
ENSG00000010610.9	0.0517894736842105	0.1128
ENSG00000010626.14	0.381789473684211	1
ENSG00000010671.15	0.607894736842105	0.94591511383
ENSG00000010704.18	0.00421052631578947	0.03896825976
ENSG00000010803.16	0.333052631578947	0.1864870998
ENSG00000010810.17	0.651368421052632	0.955526372904
ENSG00000010818.9	0.798	0.979829054268
ENSG00000010932.16	0.0318947368421053	0.11808
ENSG00000011007.12	0.819894736842105	0.970646835754
ENSG00000011009.10	0.813368421052632	0.982099421115
ENSG00000011021.21	0.0263157894736842	0.097253
ENSG00000011028.13	0.296526315789474	0.90305606946
ENSG00000011105.12	0.0237894736842105	0.053037
ENSG00000011114.14	0.779894736842105	0.964528883092
ENSG00000011132.11	0.398421052631579	0.953001066836
ENSG00000011143.16	0.227578947368421	0.78153972296
ENSG00000011198.7	0.292105263157895	0.73200753784
ENSG00000011201.11	0.02	0.18046
ENSG00000011243.17	0.593473684210526	0.929556017335
ENSG00000011258.15	0.819473684210526	0.977604065365
ENSG00000011260.13	0.0527368421052632	0.045222
ENSG00000011275.18	0.78778947368421	0.930199422688
ENSG00000011295.15	0.285157894736842	0.91127
ENSG00000011304.19	0.804105263157895	0.974572592482
ENSG00000011347.9	0.805368421052632	0.918651196477
ENSG00000011376.9	0.592421052631579	0.99997
ENSG00000011405.13	0.816947368421053	0.980024496064
ENSG00000011422.11	0.822947368421053	0.943841426875
ENSG00000011426.10	0.814736842105263	0.8813120192
ENSG00000011451.17	0.827578947368421	0.969613472026
ENSG00000011454.16	0.0154736842105263	0.059001
ENSG00000011465.16	0.814631578947368	0.977596037144
ENSG00000011478.11	0.600105263157895	0.92935961236
ENSG00000011485.14	0.0452631578947368	0.29638
ENSG00000011523.13	0.432105263157895	0.94081
ENSG00000011566.14	0.816105263157895	0.969467734405
ENSG00000011590.13	0.0755789473684211	0.13913
ENSG00000011600.11	0.820315789473684	0.982945329082
ENSG00000011638.10	0.04	0.12862
ENSG00000012048.20	0.0635789473684211	0.057642
ENSG00000012061.15	0.0425263157894737	0.20464
ENSG00000012124.16	0.249894736842105	1
ENSG00000012171.19	0.120842105263158	0.011721
ENSG00000012174.11	0.0547368421052632	0.084434
ENSG00000012211.12	0.815684210526316	0.97916673125
ENSG00000012223.12	0.801052631578947	0.9104332622
ENSG00000012232.8	0.804526315789474	0.945449112838
ENSG00000012660.13	0.730105263157895	0.941227863543
ENSG00000012779.10	0.808631578947368	0.888669192
ENSG00000012822.15	0.814631578947368	0.976845067764
ENSG00000012963.14	0.813473684210526	0.966400976824
ENSG00000012983.11	0.540947368421053	0.89334546214
ENSG00000013016.15	0.816105263157895	0.959093166112
ENSG00000013275.7	0.806105263157895	0.976534766986
ENSG00000013288.8	0.310315789473684	1
ENSG00000013297.10	0.0142105263157895	0.029641
ENSG00000013306.15	0.0771578947368421	0.22892
ENSG00000013364.18	0.0495789473684211	0.39991
ENSG00000013374.15	0.0484210526315789	0.11977
ENSG00000013375.15	0.814631578947368	0.95341897765
ENSG00000013392.7	0.309157894736842	0.7817584555
ENSG00000013441.15	0.816842105263158	0.975145526355
ENSG00000013503.9	0.00431578947368421	0.030853
ENSG00000013523.9	0.0269473684210526	0.2182
ENSG00000013561.17	0.335473684210526	0.30103
ENSG00000013563.13	0	1
ENSG00000013573.16	0.568210526315789	3.6973e-179
ENSG00000013583.8	0.0530526315789474	0.7198256397
ENSG00000013588.7	0.816421052631579	0.94735161844
ENSG00000013619.13	0.814842105263158	0.98209546301
ENSG00000013725.14	0.82221052631579	0.964894787847
ENSG00000013810.18	0.0143157894736842	0.026142
ENSG00000014123.9	0.792105263157895	0.876868992
ENSG00000014138.8	0.114842105263158	0.45361747864
ENSG00000014164.6	0.392421052631579	1
ENSG00000014216.15	0.05	0.63602757285
ENSG00000014257.15	0.814736842105263	0.938830511136
ENSG00000014641.17	0.0218947368421053	0.10453
ENSG00000014824.13	0.192210526315789	0.028947
ENSG00000014914.20	0.0306315789473684	0.76192078852
ENSG00000014919.12	0.772315789473684	0.951629714836
ENSG00000015133.18	0.00936842105263158	0.03874097992
ENSG00000015153.14	0.110947368421053	0.012563
ENSG00000015171.19	0.815368421052632	0.985608925696
ENSG00000015285.10	0.821684210526316	0.986827579115
ENSG00000015475.18	0.105684210526316	0.10651
ENSG00000015479.18	0.816105263157895	0.969414115022
ENSG00000015520.14	0.666736842105263	0.8563319924
ENSG00000015532.9	0.208631578947368	0.30685
ENSG00000015676.17	0.326736842105263	1
ENSG00000016391.10	0.276947368421053	0.18185
ENSG00000016402.13	0.783263157894737	0.8579632048
ENSG00000016864.18	0.804	0.94455341488
ENSG00000017260.19	0.815578947368421	0.980107121225
ENSG00000017427.15	0.813789473684211	0.956785267387
ENSG00000017483.14	0.0378947368421053	0.034591
ENSG00000017797.12	0.798631578947368	0.978771361366
ENSG00000018189.12	0.0608421052631579	0.11935468004
ENSG00000018236.14	0.0130526315789474	0.042745
ENSG00000018280.16	0.791684210526316	0.93556317205
ENSG00000018408.14	0.791052631578947	0.93605272045
ENSG00000018510.13	0.803263157894737	0.959200830019
ENSG00000018610.13	0.174736842105263	1
ENSG00000018625.14	0.661157894736842	0.935652346478
ENSG00000018699.11	0.0270526315789474	0.074428
ENSG00000018869.16	0.00947368421052632	0.624251208
ENSG00000019102.11	0.800842105263158	0.932397238396
ENSG00000019144.18	0.804736842105263	0.962103040438
ENSG00000019169.10	0.00831578947368421	0.033709
ENSG00000019485.13	0.802842105263158	0.91244344648
ENSG00000019549.9	0.815684210526316	0.972083250376
ENSG00000019582.14	0.823894736842105	0.965126045872
ENSG00000019991.15	0.817684210526316	0.966935064024
ENSG00000019995.6	0.0863157894736842	0.062486
ENSG00000020129.15	0.805157894736842	0.946119855386
ENSG00000020181.17	0.817684210526316	0.983432770802
ENSG00000020256.19	0.804315789473684	0.961991070458
ENSG00000020426.10	0.755052631578947	0.926828181631
ENSG00000020577.13	0.822736842105263	0.9796300283
ENSG00000020633.18	0.827157894736842	0.963257610316
ENSG00000020922.12	0.391157894736842	1
ENSG00000021300.13	0.0505263157894737	0.44398721773
ENSG00000021355.12	0.813473684210526	0.969593701579
ENSG00000021461.16	0.00336842105263158	0.00416683492000004
ENSG00000021488.12	0.157789473684211	0.99439
ENSG00000021574.11	0.816	0.97445521717
ENSG00000021645.18	0.82421052631579	0.8882850763
ENSG00000021762.19	0.0571578947368421	0.21353
ENSG00000021776.10	0.311052631578947	0.4786783248
ENSG00000021826.14	0.0578947368421053	0.07096
ENSG00000022267.16	0.00505263157894737	0.0242932316
ENSG00000022277.12	0.582947368421053	0.915357191906
ENSG00000022567.9	0.376947368421053	0.81536170044
ENSG00000022840.15	0.807789473684211	0.955964703255
ENSG00000022976.15	0.0731578947368421	0.05329
ENSG00000023041.11	0.0486315789473684	0.11594
ENSG00000023171.16	0.128	0.11932
ENSG00000023191.16	0.00821052631578947	0.068422
ENSG00000023228.13	0.028	0.053264
ENSG00000023287.12	0.822421052631579	0.983716455409
ENSG00000023318.7	0.816947368421053	0.981413002483
ENSG00000023330.14	0.817894736842105	0.982868276794
ENSG00000023445.13	0.809473684210526	0.959794590119
ENSG00000023516.8	0.0352631578947368	0.22925
ENSG00000023572.8	0.802105263157895	0.932861494273
ENSG00000023608.4	0.209894736842105	0.78163351516
ENSG00000023697.12	0.341473684210526	0.10491
ENSG00000023734.10	0.559473684210526	0.920784000368
ENSG00000023839.10	0.783263157894737	0.93971992264
ENSG00000023892.10	0.809578947368421	0.951149620897
ENSG00000023902.13	0.785368421052632	0.958774807992
ENSG00000023909.9	0.216105263157895	0.08878657408
ENSG00000024048.10	0.0213684210526316	0.090762
ENSG00000024422.11	0.807578947368421	0.965617055525
ENSG00000024862.17	0.00421052631578947	0.041372
ENSG00000025039.14	0.131789473684211	0.11486
ENSG00000025156.12	0.119052631578947	0.035152
ENSG00000025293.16	0.816947368421053	0.974956604666
ENSG00000025423.11	0.812947368421053	0.939714658736
ENSG00000025434.18	0.510526315789474	0.8480120086
ENSG00000025708.13	0.372210526315789	0.95574
ENSG00000025770.18	0.805263157894737	0.957251817425
ENSG00000025772.7	0.0238947368421053	0.71487
ENSG00000025796.13	0.726842105263158	0.95205659461
ENSG00000025800.13	0.819578947368421	0.97218040729
ENSG00000026025.15	0.0118947368421053	0.14253501712
ENSG00000026103.21	0.00452631578947368	0.065772
ENSG00000026297.15	0.0272631578947368	0.07611290002
ENSG00000026508.17	0.0208421052631579	0.097139
ENSG00000026652.13	0.801052631578947	0.918893585688
ENSG00000026751.16	0.808631578947368	0.961887672256
ENSG00000026950.16	0.384105263157895	0.99855
ENSG00000027001.9	0.0364210526315789	0.026711
ENSG00000027075.14	0.038	0.020589
ENSG00000027697.13	0.826315789473684	0.97548647747
ENSG00000027847.13	0.693368421052632	0.97774
ENSG00000027869.11	0.472210526315789	0.8550881472
ENSG00000028116.16	0.205894736842105	0.17031
ENSG00000028137.18	0.80578947368421	0.944452483762
ENSG00000028203.17	0.673368421052632	0.956811722239
ENSG00000028277.21	0.814315789473684	0.969229460543
ENSG00000028310.17	0.442210526315789	0.7876418815
ENSG00000028528.14	0.700736842105263	0.924400688144
ENSG00000028839.9	0.783894736842105	0.918733106215
ENSG00000029153.14	0.0566315789473684	0.81789547376
ENSG00000029363.16	0.812631578947368	0.976264276456
ENSG00000029364.11	0.812736842105263	0.97819973935
ENSG00000029534.19	0.100210526315789	0.1348003858
ENSG00000029639.10	0.00368421052631579	0.392530708
ENSG00000029725.16	0.116421052631579	0.13702
ENSG00000029993.14	0.038	0.038263
ENSG00000030066.13	0.809368421052632	0.9101403
ENSG00000030110.12	0.408315789473684	1
ENSG00000030419.16	0.816947368421053	0.97312020316
ENSG00000030582.17	0.216736842105263	0.0062618
ENSG00000031003.10	0.636421052631579	0.5774761488
ENSG00000031081.10	0.814421052631579	0.960279759765
ENSG00000031691.6	0.00126315789473684	0.95854
ENSG00000031698.12	0.0663157894736842	0.1077117052
ENSG00000031823.14	0.806210526315789	0.975776451882
ENSG00000032219.18	0.824315789473684	0.98358327208
ENSG00000032389.12	0.719684210526316	0.91997123734
ENSG00000032444.15	0.277473684210526	0.12878
ENSG00000032742.17	0.0778947368421053	0.13601
ENSG00000033011.11	0.773157894736842	0.921252496588
ENSG00000033030.13	0.800210526315789	0.94409725219
ENSG00000033050.7	0.808631578947368	0.984594548636
ENSG00000033100.16	0.714315789473684	0.93422976407
ENSG00000033122.18	0.0117894736842105	0.074019
ENSG00000033170.16	0.314210526315789	0.3429363302
ENSG00000033178.12	0.0510526315789474	0.056036
ENSG00000033327.12	0.0130526315789474	0.92919
ENSG00000033627.16	0.811052631578947	0.89922517816
ENSG00000033800.13	0.170526315789474	0.16091
ENSG00000033867.16	0.277473684210526	0.30812
ENSG00000034053.14	0.813052631578947	0.950865909784
ENSG00000034152.18	0.820105263157895	0.9751360462
ENSG00000034510.5	0.815263157894737	0.979829212232
ENSG00000034533.11	0.320842105263158	0.64583425
ENSG00000034677.12	0.0843157894736842	0.57430064548
ENSG00000034693.14	0.820526315789474	0.97625719039
ENSG00000034713.7	0.692947368421053	0.93673178275
ENSG00000034971.16	0.113578947368421	0.26173
ENSG00000035115.21	0.0835789473684211	0.15685
ENSG00000035141.7	0.691789473684211	0.8441816854
ENSG00000035403.17	0.0404210526315789	0.020341
ENSG00000035664.11	0.348526315789474	0.036488
ENSG00000035681.7	0.800947368421053	0.941287945235
ENSG00000035687.9	0.805578947368421	0.918254896714
ENSG00000035862.12	0.813052631578947	0.971533680283
ENSG00000035928.15	0.0226315789473684	0.021723
ENSG00000036054.12	0.0962105263157895	0.0057935
ENSG00000036257.12	0.183789473684211	0.80516228616
ENSG00000036448.9	0.386	0.14937
ENSG00000036530.8	0.794736842105263	0.939587233872
ENSG00000036549.12	0.821157894736842	0.980458938856
ENSG00000036672.15	0.148947368421053	0.079304
ENSG00000037042.8	0.0286315789473684	0.067825
ENSG00000037241.7	0.681894736842105	0.928048068845
ENSG00000037280.15	0.715052631578947	0.89720284498
ENSG00000037474.14	0.304315789473684	1
ENSG00000037637.10	0.0161052631578947	0.0591951823
ENSG00000037749.11	0.632947368421053	0.929015448048
ENSG00000037757.13	0.470736842105263	0.99623
ENSG00000037897.16	0.807263157894737	0.98821256749
ENSG00000038002.8	0.0262105263157895	0.14531
ENSG00000038210.12	0.0291578947368421	0.042003
ENSG00000038219.12	0.0209473684210526	0.017699
ENSG00000038274.16	0.0448421052631579	0.012929
ENSG00000038358.14	0.811473684210526	0.946794444975
ENSG00000038382.18	0.815157894736842	0.97683819406
ENSG00000038427.15	0.820842105263158	0.977549041918
ENSG00000038532.14	0.329157894736842	0.94347754688
ENSG00000038945.14	0.224105263157895	0.6696746182
ENSG00000039068.18	0.817894736842105	0.962725147273
ENSG00000039123.15	0.781578947368421	0.8963255679
ENSG00000039319.16	0.769157894736842	0.921906772988
ENSG00000039523.19	0.826526315789474	0.9826412422
ENSG00000039537.13	0.464631578947368	0.8895214556
ENSG00000039560.13	0.0417894736842105	0.09488779267
ENSG00000039650.11	0.0634736842105263	0.051449
ENSG00000040199.18	0.281157894736842	0.32735
ENSG00000040275.16	0.133789473684211	0.039922
ENSG00000040341.17	0.824	0.981570639595
ENSG00000040487.12	0.282421052631579	0.90759
ENSG00000040531.14	0.0628421052631579	0.84148
ENSG00000040608.13	0.730842105263158	0.8711956758
ENSG00000040633.12	0.781052631578947	0.964476022005
ENSG00000040933.15	0.547263157894737	0.5294965876
ENSG00000041357.15	0.0732631578947368	0.14333
ENSG00000041802.10	0.373052631578947	1
ENSG00000041880.14	0.086	0.53762781648
ENSG00000041982.15	0.133052631578947	0.021739
ENSG00000041988.15	0.291578947368421	0.73635
ENSG00000042062.11	0.0223157894736842	0.071482
ENSG00000042088.13	0.0827368421052632	0.41761
ENSG00000042286.14	0.808105263157895	0.930382895625
ENSG00000042317.16	0.00926315789473684	0.22377
ENSG00000042429.11	0.000421052631578947	0.20224
ENSG00000042445.13	0.515894736842105	0.627767104
ENSG00000042493.15	0.018	0.15237
ENSG00000042753.11	0.0248421052631579	0.11624
ENSG00000042832.11	0.808842105263158	0.8831414155
ENSG00000042980.12	0.799473684210526	0.927800581312
ENSG00000043093.13	0.797263157894737	0.986731801806
ENSG00000043143.20	0.814210526315789	0.960398747752
ENSG00000043462.11	0.819157894736842	0.97490924928
ENSG00000043514.15	0.522	1
ENSG00000043591.5	0.785368421052632	0.89008972544
ENSG00000044090.8	0.306947368421053	0.99998
ENSG00000044115.20	0.771263157894737	0.95350670004
ENSG00000044446.11	0.813894736842105	0.975941915932
ENSG00000044459.14	0.0674736842105263	0.85497
ENSG00000044524.10	0.585473684210526	0.89291598544
ENSG00000044574.7	0.831263157894737	0.978697958212
ENSG00000046604.12	0.348	0.93031201995
ENSG00000046647.13	0.440526315789474	1
ENSG00000046651.14	0.0205263157894737	0.041019
ENSG00000046653.14	0.066	0.051013
ENSG00000046889.18	0.0630526315789474	0.025754
ENSG00000047056.14	0.791052631578947	0.912519019208
ENSG00000047188.15	0.0195789473684211	0.040555
ENSG00000047230.14	0.0238947368421053	0.1010369697
ENSG00000047249.17	0.811684210526316	0.94293788584
ENSG00000047315.15	0.771157894736842	0.971941185216
ENSG00000047346.12	0.0237894736842105	0.05830295644
ENSG00000047365.11	0.812315789473684	0.947810138248
ENSG00000047410.13	0.803157894736842	0.93963842691
ENSG00000047457.13	0.695578947368421	0.89578192648
ENSG00000047578.12	0.814315789473684	0.958409346445
ENSG00000047579.19	0.728105263157895	0.8624637073
ENSG00000047597.5	0.0987368421052632	0.026142
ENSG00000047621.11	0.0168421052631579	0.13002831175
ENSG00000047634.14	0.327052631578947	0.76945650739
ENSG00000047644.18	0.805684210526316	0.977222612864
ENSG00000047648.21	0.0152631578947368	0.13147
ENSG00000047849.21	0.00263157894736842	0.00638477270200002
ENSG00000047932.13	0.0246315789473684	0.040423
ENSG00000048028.11	0.18	0.5989273363
ENSG00000048052.21	0.814210526315789	0.9795009121
ENSG00000048140.17	0.802842105263158	0.9448730902
ENSG00000048162.20	0.778947368421053	0.95110357354
ENSG00000048342.15	0.809157894736842	0.945526172676
ENSG00000048392.11	0.0244210526315789	0.14779
